Year, Week, Virus,0-4 yr,5-24 yr,25-64 yr,65+ yr
2016,26,B (Victoria Lineage),3,1,2,0
2016,27,B (Victoria Lineage),0,2,1,2
2016,28,B (Victoria Lineage),0,1,1,0
2016,29,B (Victoria Lineage),0,0,0,0
2016,30,B (Victoria Lineage),0,2,0,0
2016,31,B (Victoria Lineage),0,0,1,0
2016,32,B (Victoria Lineage),0,0,0,0
2016,33,B (Victoria Lineage),0,1,0,0
2016,34,B (Victoria Lineage),2,0,0,0
2016,35,B (Victoria Lineage),0,4,0,0
2016,36,B (Victoria Lineage),1,0,0,0
2016,37,B (Victoria Lineage),1,1,0,2
2016,38,B (Victoria Lineage),1,2,0,0
2016,39,B (Victoria Lineage),1,5,4,1
2015,40,B (Yamagata Lineage),0,0,1,0
2015,41,B (Yamagata Lineage),0,0,0,0
2015,42,B (Yamagata Lineage),1,1,0,0
2015,43,B (Yamagata Lineage),0,1,0,3
2015,44,B (Yamagata Lineage),0,1,3,0
2015,45,B (Yamagata Lineage),0,2,0,0
2015,46,B (Yamagata Lineage),0,0,4,0
2015,47,B (Yamagata Lineage),0,3,3,3
2015,48,B (Yamagata Lineage),0,5,3,1
2015,49,B (Yamagata Lineage),2,3,4,1
2015,50,B (Yamagata Lineage),1,6,4,6
2015,51,B (Yamagata Lineage),2,4,15,4
2015,52,B (Yamagata Lineage),0,5,15,9
2016,1,B (Yamagata Lineage),1,6,18,9
2016,2,B (Yamagata Lineage),3,9,23,12
2016,3,B (Yamagata Lineage),2,35,21,10
2016,4,B (Yamagata Lineage),11,25,39,13
2016,5,B (Yamagata Lineage),12,42,48,15
2016,6,B (Yamagata Lineage),10,63,52,25
2016,7,B (Yamagata Lineage),13,64,88,50
2016,8,B (Yamagata Lineage),17,117,100,50
2016,9,B (Yamagata Lineage),15,85,96,76
2016,10,B (Yamagata Lineage),23,85,123,67
2016,11,B (Yamagata Lineage),16,67,96,71
2016,12,B (Yamagata Lineage),12,52,81,39
2016,13,B (Yamagata Lineage),21,38,84,54
2016,14,B (Yamagata Lineage),9,31,62,53
2016,15,B (Yamagata Lineage),7,26,77,46
2016,16,B (Yamagata Lineage),5,31,72,48
2016,17,B (Yamagata Lineage),4,27,50,34
2016,18,B (Yamagata Lineage),6,17,29,30
2016,19,B (Yamagata Lineage),2,16,35,14
2016,20,B (Yamagata Lineage),3,15,16,16
2016,21,B (Yamagata Lineage),2,8,12,9
2016,22,B (Yamagata Lineage),2,9,17,7
2016,23,B (Yamagata Lineage),0,7,7,2
2016,24,B (Yamagata Lineage),1,3,4,2
2016,25,B (Yamagata Lineage),3,3,3,2
2016,26,B (Yamagata Lineage),1,3,4,0
2016,27,B (Yamagata Lineage),1,5,3,0
2016,28,B (Yamagata Lineage),1,1,4,5
2016,29,B (Yamagata Lineage),1,5,3,1
2016,30,B (Yamagata Lineage),2,1,5,2
2016,31,B (Yamagata Lineage),0,2,2,0
2016,32,B (Yamagata Lineage),0,5,5,1
2016,33,B (Yamagata Lineage),0,2,4,1
2016,34,B (Yamagata Lineage),0,2,1,3
2016,35,B (Yamagata Lineage),0,1,0,1
2016,36,B (Yamagata Lineage),1,0,2,0
2016,37,B (Yamagata Lineage),1,2,1,2
2016,38,B (Yamagata Lineage),0,2,2,0
2016,39,B (Yamagata Lineage),0,0,0,0
2015,40,B (Lineage Unspecified),1,2,4,1
2015,41,B (Lineage Unspecified),1,4,1,1
2015,42,B (Lineage Unspecified),1,3,3,1
2015,43,B (Lineage Unspecified),0,4,3,1
2015,44,B (Lineage Unspecified),2,4,2,0
2015,45,B (Lineage Unspecified),3,4,2,0
2015,46,B (Lineage Unspecified),1,3,0,0
2015,47,B (Lineage Unspecified),0,1,1,1
2015,48,B (Lineage Unspecified),4,2,1,0
2015,49,B (Lineage Unspecified),3,7,1,0
2015,50,B (Lineage Unspecified),1,3,4,0
2015,51,B (Lineage Unspecified),2,2,6,0
2015,52,B (Lineage Unspecified),0,1,2,0
2016,1,B (Lineage Unspecified),0,5,2,1
2016,2,B (Lineage Unspecified),3,13,12,6
2016,3,B (Lineage Unspecified),6,11,8,5
2016,4,B (Lineage Unspecified),2,34,21,4
2016,5,B (Lineage Unspecified),6,34,11,8
2016,6,B (Lineage Unspecified),4,53,25,10
2016,7,B (Lineage Unspecified),5,50,31,14
2016,8,B (Lineage Unspecified),11,64,37,12
2016,9,B (Lineage Unspecified),12,70,51,10
2016,10,B (Lineage Unspecified),13,76,77,26
2016,11,B (Lineage Unspecified),9,54,59,21
2016,12,B (Lineage Unspecified),11,55,58,26
2016,13,B (Lineage Unspecified),18,58,70,35
2016,14,B (Lineage Unspecified),18,50,44,29
2016,15,B (Lineage Unspecified),20,43,43,14
2016,16,B (Lineage Unspecified),13,68,39,15
2016,17,B (Lineage Unspecified),4,37,30,12
2016,18,B (Lineage Unspecified),3,29,26,11
2016,19,B (Lineage Unspecified),4,24,8,5
2016,20,B (Lineage Unspecified),4,18,8,4
2016,21,B (Lineage Unspecified),4,12,9,2
2016,22,B (Lineage Unspecified),3,9,7,5
2016,23,B (Lineage Unspecified),1,7,2,1
2016,24,B (Lineage Unspecified),2,1,3,0
2016,25,B (Lineage Unspecified),1,3,5,0
2016,26,B (Lineage Unspecified),0,3,1,0
2016,27,B (Lineage Unspecified),3,0,2,0
2016,28,B (Lineage Unspecified),0,1,1,0
2016,29,B (Lineage Unspecified),1,1,2,0
2016,30,B (Lineage Unspecified),0,0,1,1
2016,31,B (Lineage Unspecified),0,0,0,0
2016,32,B (Lineage Unspecified),0,0,1,0
2016,33,B (Lineage Unspecified),1,1,0,0
2016,34,B (Lineage Unspecified),1,1,0,0
2016,35,B (Lineage Unspecified),1,3,0,1
2016,36,B (Lineage Unspecified),0,6,0,0
2016,37,B (Lineage Unspecified),1,6,2,0
2016,38,B (Lineage Unspecified),1,4,2,1
2016,39,B (Lineage Unspecified),0,4,0,1
2015,40,H3N2v,0,0,0,0
2015,41,H3N2v,0,0,0,0
2015,42,H3N2v,0,0,0,0
2015,43,H3N2v,0,0,0,0
2015,44,H3N2v,0,0,0,0
2015,45,H3N2v,0,0,0,0
2015,46,H3N2v,0,0,0,0
2015,47,H3N2v,0,0,0,0
2015,48,H3N2v,0,0,0,0
2015,49,H3N2v,0,0,0,0
2015,50,H3N2v,0,0,0,0
2015,51,H3N2v,0,0,0,0
2015,52,H3N2v,0,0,0,0
2016,1,H3N2v,0,0,0,0
2016,2,H3N2v,0,0,0,0
2016,3,H3N2v,0,0,0,0
2016,4,H3N2v,0,0,0,0
2016,5,H3N2v,0,0,0,0
2016,6,H3N2v,0,0,0,0
2016,7,H3N2v,0,0,0,0
2016,8,H3N2v,0,0,0,0
2016,9,H3N2v,0,0,0,0
2016,10,H3N2v,0,0,0,0
2016,11,H3N2v,0,0,0,0
2016,12,H3N2v,0,0,0,0
2016,13,H3N2v,0,0,0,0
2016,14,H3N2v,0,0,0,0
2016,15,H3N2v,0,0,0,0
2016,16,H3N2v,0,0,0,0
2016,17,H3N2v,0,0,0,0
2016,18,H3N2v,0,0,0,0
2016,19,H3N2v,0,0,0,0
2016,20,H3N2v,0,0,0,0
2016,21,H3N2v,0,0,0,0
2016,22,H3N2v,0,0,0,0
2016,23,H3N2v,0,0,0,0
2016,24,H3N2v,0,0,0,0
2016,25,H3N2v,0,0,0,0
2016,26,H3N2v,0,0,0,0
2016,27,H3N2v,0,0,0,0
2016,28,H3N2v,0,0,0,0
2016,29,H3N2v,0,0,0,0
2016,30,H3N2v,0,1,0,0
2016,31,H3N2v,1,2,0,0
2016,32,H3N2v,4,5,0,1
2016,33,H3N2v,1,3,0,0
2016,34,H3N2v,0,0,0,0
2016,35,H3N2v,0,0,0,0
2016,36,H3N2v,0,0,0,0
2016,37,H3N2v,0,0,0,0
2016,38,H3N2v,0,0,0,0
2016,39,H3N2v,0,0,0,0
2014,40,A (H3),12,27,23,22
2014,41,A (H3),15,48,27,17
2014,42,A (H3),37,83,33,36
2014,43,A (H3),25,97,45,19
2014,44,A (H3),46,117,46,41
2014,45,A (H3),54,222,97,47
2014,46,A (H3),78,228,122,70
2014,47,A (H3),90,380,185,126
2014,48,A (H3),178,403,289,232
2014,49,A (H3),267,593,584,490
2014,50,A (H3),268,1010,718,844
2014,51,A (H3),295,994,941,1117
2014,52,A (H3),258,676,954,1749
2014,53,A (H3),246,347,847,1842
2015,1,A (H3),196,456,799,1501
2015,2,A (H3),218,680,682,986
2015,3,A (H3),190,707,582,761
2015,4,A (H3),187,643,503,680
2015,5,A (H3),146,469,431,550
2015,6,A (H3),87,264,256,335
2015,7,A (H3),60,149,184,269
2015,8,A (H3),36,134,148,223
2015,9,A (H3),32,95,128,154
2015,10,A (H3),17,50,78,115
2015,11,A (H3),20,42,58,108
2015,12,A (H3),14,26,32,70
2015,13,A (H3),6,21,26,46
2015,14,A (H3),4,6,18,25
2015,15,A (H3),1,15,17,11
2015,16,A (H3),0,4,11,14
2015,17,A (H3),2,5,3,3
2015,18,A (H3),0,0,1,5
2015,19,A (H3),1,3,2,3
2015,20,A (H3),1,2,8,3
2015,21,A (H3),1,2,7,5
2015,22,A (H3),0,1,8,8
2015,23,A (H3),0,2,6,6
2015,24,A (H3),0,1,14,29
2015,25,A (H3),0,7,16,18
2015,26,A (H3),0,4,21,22
2015,27,A (H3),1,6,13,13
2015,28,A (H3),0,3,15,9
2015,29,A (H3),1,3,8,12
2015,30,A (H3),0,6,6,28
2015,31,A (H3),0,6,18,20
2015,32,A (H3),2,2,11,9
2015,33,A (H3),0,5,18,24
2015,34,A (H3),1,9,12,13
2015,35,A (H3),3,16,10,26
2015,36,A (H3),4,4,25,27
2015,37,A (H3),9,8,27,30
2015,38,A (H3),2,7,20,19
2015,39,A (H3),2,20,21,20
2014,40,A (H1N1)pdm09,0,1,1,0
2014,41,A (H1N1)pdm09,1,1,3,0
2014,42,A (H1N1)pdm09,1,1,2,1
2014,43,A (H1N1)pdm09,0,2,3,0
2014,44,A (H1N1)pdm09,1,0,1,1
2014,45,A (H1N1)pdm09,0,1,4,1
2014,46,A (H1N1)pdm09,2,4,2,0
2014,47,A (H1N1)pdm09,2,2,1,0
2014,48,A (H1N1)pdm09,1,0,3,0
2014,49,A (H1N1)pdm09,2,2,3,0
2014,50,A (H1N1)pdm09,0,0,3,1
2014,51,A (H1N1)pdm09,0,0,2,0
2014,52,A (H1N1)pdm09,1,0,2,0
2014,53,A (H1N1)pdm09,0,0,0,0
2015,1,A (H1N1)pdm09,2,2,2,1
2015,2,A (H1N1)pdm09,1,0,3,0
2015,3,A (H1N1)pdm09,0,1,0,0
2015,4,A (H1N1)pdm09,2,1,2,0
2015,5,A (H1N1)pdm09,0,1,4,0
2015,6,A (H1N1)pdm09,0,0,2,0
2015,7,A (H1N1)pdm09,0,1,2,0
2015,8,A (H1N1)pdm09,2,1,7,0
2015,9,A (H1N1)pdm09,0,0,1,0
2015,10,A (H1N1)pdm09,2,1,3,0
2015,11,A (H1N1)pdm09,0,0,0,1
2015,12,A (H1N1)pdm09,0,0,2,1
2015,13,A (H1N1)pdm09,0,1,2,0
2015,14,A (H1N1)pdm09,0,1,4,1
2015,15,A (H1N1)pdm09,0,2,5,1
2015,16,A (H1N1)pdm09,1,1,0,0
2015,17,A (H1N1)pdm09,1,0,0,0
2015,18,A (H1N1)pdm09,0,0,1,0
2015,19,A (H1N1)pdm09,1,0,1,0
2015,20,A (H1N1)pdm09,0,1,0,0
2015,21,A (H1N1)pdm09,0,0,0,0
2015,22,A (H1N1)pdm09,0,0,0,0
2015,23,A (H1N1)pdm09,0,0,1,0
2015,24,A (H1N1)pdm09,0,0,0,0
2015,25,A (H1N1)pdm09,0,0,0,0
2015,26,A (H1N1)pdm09,0,0,2,0
2015,27,A (H1N1)pdm09,0,0,4,0
2015,28,A (H1N1)pdm09,0,0,0,2
2015,29,A (H1N1)pdm09,0,1,1,0
2015,30,A (H1N1)pdm09,0,0,0,0
2015,31,A (H1N1)pdm09,0,1,3,0
2015,32,A (H1N1)pdm09,1,0,0,0
2015,33,A (H1N1)pdm09,0,1,0,0
2015,34,A (H1N1)pdm09,0,0,3,0
2015,35,A (H1N1)pdm09,0,3,0,0
2015,36,A (H1N1)pdm09,0,0,1,0
2015,37,A (H1N1)pdm09,0,3,1,0
2015,38,A (H1N1)pdm09,1,0,0,0
2015,39,A (H1N1)pdm09,0,0,2,1
2014,40,A (Subtyping not Performed),0,0,0,1
2014,41,A (Subtyping not Performed),0,0,0,0
2014,42,A (Subtyping not Performed),0,0,2,0
2014,43,A (Subtyping not Performed),0,0,0,0
2014,44,A (Subtyping not Performed),0,1,1,1
2014,45,A (Subtyping not Performed),0,3,1,1
2014,46,A (Subtyping not Performed),3,4,2,0
2014,47,A (Subtyping not Performed),2,9,0,1
2014,48,A (Subtyping not Performed),3,4,2,1
2014,49,A (Subtyping not Performed),2,1,2,1
2014,50,A (Subtyping not Performed),1,10,5,6
2014,51,A (Subtyping not Performed),4,4,11,17
2014,52,A (Subtyping not Performed),1,5,8,11
2014,53,A (Subtyping not Performed),1,6,4,23
2015,1,A (Subtyping not Performed),1,3,10,8
2015,2,A (Subtyping not Performed),2,3,7,8
2015,3,A (Subtyping not Performed),2,5,12,12
2015,4,A (Subtyping not Performed),2,2,2,4
2015,5,A (Subtyping not Performed),1,4,2,2
2015,6,A (Subtyping not Performed),2,3,5,2
2015,7,A (Subtyping not Performed),1,1,2,1
2015,8,A (Subtyping not Performed),0,3,4,0
2015,9,A (Subtyping not Performed),0,2,3,0
2015,10,A (Subtyping not Performed),1,2,2,0
2015,11,A (Subtyping not Performed),0,1,2,5
2015,12,A (Subtyping not Performed),0,0,0,0
2015,13,A (Subtyping not Performed),0,1,1,2
2015,14,A (Subtyping not Performed),0,0,0,0
2015,15,A (Subtyping not Performed),0,0,1,1
2015,16,A (Subtyping not Performed),0,0,1,0
2015,17,A (Subtyping not Performed),0,0,2,0
2015,18,A (Subtyping not Performed),0,0,0,0
2015,19,A (Subtyping not Performed),0,0,1,0
2015,20,A (Subtyping not Performed),0,0,0,0
2015,21,A (Subtyping not Performed),0,0,1,0
2015,22,A (Subtyping not Performed),0,0,0,0
2015,23,A (Subtyping not Performed),1,0,0,0
2015,24,A (Subtyping not Performed),0,0,0,1
2015,25,A (Subtyping not Performed),0,0,1,1
2015,26,A (Subtyping not Performed),0,1,4,1
2015,27,A (Subtyping not Performed),0,0,0,2
2015,28,A (Subtyping not Performed),0,1,1,0
2015,29,A (Subtyping not Performed),0,0,0,2
2015,30,A (Subtyping not Performed),0,0,0,0
2015,31,A (Subtyping not Performed),0,1,0,0
2015,32,A (Subtyping not Performed),2,0,0,1
2015,33,A (Subtyping not Performed),0,1,0,1
2015,34,A (Subtyping not Performed),1,0,0,0
2015,35,A (Subtyping not Performed),0,0,0,1
2015,36,A (Subtyping not Performed),0,0,2,0
2015,37,A (Subtyping not Performed),0,0,1,0
2015,38,A (Subtyping not Performed),0,0,2,1
2015,39,A (Subtyping not Performed),0,0,1,0
2014,40,B (Lineage Unspecified),4,9,7,5
2014,41,B (Lineage Unspecified),4,14,11,4
2014,42,B (Lineage Unspecified),5,11,10,0
2014,43,B (Lineage Unspecified),4,10,13,1
2014,44,B (Lineage Unspecified),4,9,7,5
2014,45,B (Lineage Unspecified),4,12,7,3
2014,46,B (Lineage Unspecified),0,9,7,2
2014,47,B (Lineage Unspecified),2,22,9,4
2014,48,B (Lineage Unspecified),1,19,11,3
2014,49,B (Lineage Unspecified),5,19,24,7
2014,50,B (Lineage Unspecified),10,47,31,10
2014,51,B (Lineage Unspecified),9,36,33,17
2014,52,B (Lineage Unspecified),14,30,25,13
2014,53,B (Lineage Unspecified),12,21,37,23
2015,1,B (Lineage Unspecified),10,28,29,22
2015,2,B (Lineage Unspecified),13,34,39,21
2015,3,B (Lineage Unspecified),19,56,61,26
2015,4,B (Lineage Unspecified),20,56,66,45
2015,5,B (Lineage Unspecified),21,79,68,43
2015,6,B (Lineage Unspecified),11,81,93,42
2015,7,B (Lineage Unspecified),22,81,80,49
2015,8,B (Lineage Unspecified),36,104,99,62
2015,9,B (Lineage Unspecified),30,115,134,65
2015,10,B (Lineage Unspecified),24,123,126,95
2015,11,B (Lineage Unspecified),41,101,142,88
2015,12,B (Lineage Unspecified),17,123,121,85
2015,13,B (Lineage Unspecified),25,95,125,82
2015,14,B (Lineage Unspecified),22,79,125,107
2015,15,B (Lineage Unspecified),26,68,88,75
2015,16,B (Lineage Unspecified),18,56,64,40
2015,17,B (Lineage Unspecified),14,45,58,31
2015,18,B (Lineage Unspecified),6,53,54,32
2015,19,B (Lineage Unspecified),13,35,43,18
2015,20,B (Lineage Unspecified),9,35,32,12
2015,21,B (Lineage Unspecified),8,15,24,12
2015,22,B (Lineage Unspecified),7,22,12,15
2015,23,B (Lineage Unspecified),9,18,17,6
2015,24,B (Lineage Unspecified),1,14,18,8
2015,25,B (Lineage Unspecified),4,9,4,4
2015,26,B (Lineage Unspecified),2,2,2,1
2015,27,B (Lineage Unspecified),4,3,3,1
2015,28,B (Lineage Unspecified),4,4,2,1
2015,29,B (Lineage Unspecified),4,2,0,0
2015,30,B (Lineage Unspecified),0,1,0,0
2015,31,B (Lineage Unspecified),2,2,4,3
2015,32,B (Lineage Unspecified),1,3,2,1
2015,33,B (Lineage Unspecified),0,2,0,1
2015,34,B (Lineage Unspecified),2,4,2,0
2015,35,B (Lineage Unspecified),0,6,4,0
2015,36,B (Lineage Unspecified),4,8,3,1
2015,37,B (Lineage Unspecified),2,4,14,2
2015,38,B (Lineage Unspecified),2,7,3,2
2015,39,B (Lineage Unspecified),5,5,11,4
2014,40,H3N2v,0,0,0,0
2014,41,H3N2v,0,0,0,0
2014,42,H3N2v,0,1,0,0
2014,43,H3N2v,0,0,0,0
2014,44,H3N2v,0,0,0,0
2014,45,H3N2v,0,0,0,0
2014,46,H3N2v,0,0,0,0
2014,47,H3N2v,0,0,0,0
2014,48,H3N2v,0,0,0,0
2014,49,H3N2v,0,0,0,0
2014,50,H3N2v,0,0,0,0
2014,51,H3N2v,0,0,0,0
2014,52,H3N2v,0,0,0,0
2014,53,H3N2v,0,0,0,0
2015,1,H3N2v,0,0,0,0
2015,2,H3N2v,0,0,0,0
2015,3,H3N2v,0,0,0,0
2015,4,H3N2v,0,0,0,0
2015,5,H3N2v,0,0,0,0
2015,6,H3N2v,0,0,0,0
2015,7,H3N2v,0,0,0,0
2015,8,H3N2v,0,0,0,0
2015,9,H3N2v,0,0,0,0
2015,10,H3N2v,0,0,0,0
2015,11,H3N2v,0,0,0,0
2015,12,H3N2v,0,0,0,0
2015,13,H3N2v,0,0,0,0
2015,14,H3N2v,0,0,0,0
2015,15,H3N2v,0,0,0,0
2015,16,H3N2v,0,0,0,0
2015,17,H3N2v,0,0,0,0
2015,18,H3N2v,0,0,0,0
2015,19,H3N2v,0,0,0,0
2015,20,H3N2v,0,0,0,0
2015,21,H3N2v,0,0,0,0
2015,22,H3N2v,0,0,0,0
2015,23,H3N2v,0,0,0,0
2015,24,H3N2v,0,0,0,0
2015,25,H3N2v,0,0,0,0
2015,26,H3N2v,0,0,0,0
2015,27,H3N2v,0,1,0,0
2015,28,H3N2v,0,0,0,0
2015,29,H3N2v,0,0,0,0
2015,30,H3N2v,0,0,0,0
2015,31,H3N2v,0,0,0,0
2015,32,H3N2v,0,0,0,0
2015,33,H3N2v,0,0,0,0
2015,34,H3N2v,0,0,0,0
2015,35,H3N2v,0,0,0,0
2015,36,H3N2v,0,0,0,0
2015,37,H3N2v,0,0,0,0
2015,38,H3N2v,0,0,0,0
2015,39,H3N2v,0,0,0,0
2013,40,A (H3),1,3,2,4
2013,41,A (H3),4,3,6,7
2013,42,A (H3),1,4,4,6
2013,43,A (H3),3,2,7,4
2013,44,A (H3),0,5,9,8
2013,45,A (H3),5,7,6,5
2013,46,A (H3),1,3,11,2
2013,47,A (H3),4,2,6,2
2013,48,A (H3),4,12,5,3
2013,49,A (H3),1,13,9,3
2013,50,A (H3),2,25,17,4
2013,51,A (H3),6,9,16,7
2013,52,A (H3),6,5,17,10
2014,1,A (H3),7,12,26,30
2014,2,A (H3),7,15,27,35
2014,3,A (H3),9,35,34,20
2014,4,A (H3),7,29,40,38
2014,5,A (H3),6,19,27,27
2014,6,A (H3),5,32,35,37
2014,7,A (H3),3,29,24,20
2014,8,A (H3),4,19,23,22
2014,9,A (H3),4,18,28,25
2014,10,A (H3),7,25,34,19
2014,11,A (H3),14,28,30,39
2014,12,A (H3),9,27,34,61
2014,13,A (H3),9,44,40,53
2014,14,A (H3),5,52,54,59
2014,15,A (H3),7,33,38,62
2014,16,A (H3),12,49,41,48
2014,17,A (H3),4,29,50,54
2014,18,A (H3),7,29,23,52
2014,19,A (H3),8,29,28,19
2014,20,A (H3),3,31,31,27
2014,21,A (H3),12,18,29,32
2014,22,A (H3),13,34,32,22
2014,23,A (H3),12,17,39,17
2014,24,A (H3),12,13,38,27
2014,25,A (H3),9,13,27,15
2014,26,A (H3),4,7,22,8
2014,27,A (H3),2,12,18,13
2014,28,A (H3),7,16,19,7
2014,29,A (H3),3,10,14,9
2014,30,A (H3),10,9,11,6
2014,31,A (H3),12,13,18,8
2014,32,A (H3),5,14,15,7
2014,33,A (H3),4,8,23,14
2014,34,A (H3),4,8,11,21
2014,35,A (H3),9,16,12,23
2014,36,A (H3),5,13,14,9
2014,37,A (H3),4,14,26,20
2014,38,A (H3),9,22,20,24
2014,39,A (H3),11,25,26,21
2013,40,A (H1N1)pdm09,8,25,28,2
2013,41,A (H1N1)pdm09,4,23,22,4
2013,42,A (H1N1)pdm09,6,17,21,4
2013,43,A (H1N1)pdm09,10,16,39,4
2013,44,A (H1N1)pdm09,11,31,31,6
2013,45,A (H1N1)pdm09,19,50,58,8
2013,46,A (H1N1)pdm09,29,69,120,12
2013,47,A (H1N1)pdm09,44,121,174,18
2013,48,A (H1N1)pdm09,44,95,208,31
2013,49,A (H1N1)pdm09,106,198,442,45
2013,50,A (H1N1)pdm09,127,340,500,58
2013,51,A (H1N1)pdm09,161,396,863,123
2013,52,A (H1N1)pdm09,286,432,1134,230
2014,1,A (H1N1)pdm09,345,378,1327,347
2014,2,A (H1N1)pdm09,292,513,1500,319
2014,3,A (H1N1)pdm09,272,615,1297,292
2014,4,A (H1N1)pdm09,245,577,998,228
2014,5,A (H1N1)pdm09,164,384,765,153
2014,6,A (H1N1)pdm09,119,277,670,178
2014,7,A (H1N1)pdm09,86,192,460,114
2014,8,A (H1N1)pdm09,56,143,351,105
2014,9,A (H1N1)pdm09,48,134,234,49
2014,10,A (H1N1)pdm09,27,68,189,34
2014,11,A (H1N1)pdm09,22,72,148,35
2014,12,A (H1N1)pdm09,17,28,95,18
2014,13,A (H1N1)pdm09,9,23,61,19
2014,14,A (H1N1)pdm09,13,25,42,10
2014,15,A (H1N1)pdm09,6,7,19,8
2014,16,A (H1N1)pdm09,4,4,7,3
2014,17,A (H1N1)pdm09,3,3,10,8
2014,18,A (H1N1)pdm09,1,0,6,2
2014,19,A (H1N1)pdm09,1,1,5,0
2014,20,A (H1N1)pdm09,0,1,5,0
2014,21,A (H1N1)pdm09,0,0,0,0
2014,22,A (H1N1)pdm09,0,0,1,0
2014,23,A (H1N1)pdm09,0,2,1,0
2014,24,A (H1N1)pdm09,0,0,3,0
2014,25,A (H1N1)pdm09,1,0,1,0
2014,26,A (H1N1)pdm09,1,0,0,0
2014,27,A (H1N1)pdm09,1,0,1,0
2014,28,A (H1N1)pdm09,0,0,1,0
2014,29,A (H1N1)pdm09,0,0,0,0
2014,30,A (H1N1)pdm09,0,0,1,0
2014,31,A (H1N1)pdm09,0,1,0,0
2014,32,A (H1N1)pdm09,0,2,3,0
2014,33,A (H1N1)pdm09,0,0,0,0
2014,34,A (H1N1)pdm09,0,0,2,0
2014,35,A (H1N1)pdm09,1,3,2,0
2014,36,A (H1N1)pdm09,1,1,5,0
2014,37,A (H1N1)pdm09,1,0,0,0
2014,38,A (H1N1)pdm09,1,1,2,1
2014,39,A (H1N1)pdm09,0,0,0,0
2013,40,A (Subtyping not Performed),0,0,0,0
2013,41,A (Subtyping not Performed),0,1,0,0
2013,42,A (Subtyping not Performed),1,0,0,0
2013,43,A (Subtyping not Performed),0,0,0,0
2013,44,A (Subtyping not Performed),0,1,2,1
2013,45,A (Subtyping not Performed),0,0,0,0
2013,46,A (Subtyping not Performed),0,0,5,0
2013,47,A (Subtyping not Performed),0,0,1,0
2013,48,A (Subtyping not Performed),0,1,0,0
2013,49,A (Subtyping not Performed),1,1,2,0
2013,50,A (Subtyping not Performed),0,2,3,0
2013,51,A (Subtyping not Performed),3,8,4,1
2013,52,A (Subtyping not Performed),3,3,9,1
2014,1,A (Subtyping not Performed),0,4,8,7
2014,2,A (Subtyping not Performed),1,5,17,3
2014,3,A (Subtyping not Performed),2,4,14,4
2014,4,A (Subtyping not Performed),0,5,30,6
2014,5,A (Subtyping not Performed),0,10,13,8
2014,6,A (Subtyping not Performed),0,3,5,2
2014,7,A (Subtyping not Performed),2,2,7,3
2014,8,A (Subtyping not Performed),0,1,11,1
2014,9,A (Subtyping not Performed),3,4,7,1
2014,10,A (Subtyping not Performed),0,4,3,0
2014,11,A (Subtyping not Performed),1,1,1,1
2014,12,A (Subtyping not Performed),1,4,5,0
2014,13,A (Subtyping not Performed),0,1,1,4
2014,14,A (Subtyping not Performed),1,0,0,3
2014,15,A (Subtyping not Performed),0,1,2,0
2014,16,A (Subtyping not Performed),1,0,2,1
2014,17,A (Subtyping not Performed),0,2,1,2
2014,18,A (Subtyping not Performed),2,1,1,1
2014,19,A (Subtyping not Performed),0,2,1,1
2014,20,A (Subtyping not Performed),0,2,0,5
2014,21,A (Subtyping not Performed),0,0,2,0
2014,22,A (Subtyping not Performed),0,1,1,0
2014,23,A (Subtyping not Performed),0,0,0,0
2014,24,A (Subtyping not Performed),0,0,2,0
2014,25,A (Subtyping not Performed),0,1,0,0
2014,26,A (Subtyping not Performed),0,0,0,0
2014,27,A (Subtyping not Performed),0,0,0,0
2014,28,A (Subtyping not Performed),0,0,0,1
2014,29,A (Subtyping not Performed),0,0,0,0
2014,30,A (Subtyping not Performed),0,0,1,0
2014,31,A (Subtyping not Performed),0,0,0,0
2014,32,A (Subtyping not Performed),0,2,0,0
2014,33,A (Subtyping not Performed),0,0,0,0
2014,34,A (Subtyping not Performed),0,0,0,0
2014,35,A (Subtyping not Performed),0,0,0,0
2014,36,A (Subtyping not Performed),1,0,0,0
2014,37,A (Subtyping not Performed),0,0,1,0
2014,38,A (Subtyping not Performed),0,0,1,1
2014,39,A (Subtyping not Performed),0,1,1,0
2013,40,B (Lineage Unspecified),1,4,1,0
2013,41,B (Lineage Unspecified),0,4,0,0
2013,42,B (Lineage Unspecified),0,3,2,0
2013,43,B (Lineage Unspecified),0,0,0,0
2013,44,B (Lineage Unspecified),5,7,1,1
2013,45,B (Lineage Unspecified),2,2,5,1
2013,46,B (Lineage Unspecified),2,0,2,0
2013,47,B (Lineage Unspecified),4,4,2,1
2013,48,B (Lineage Unspecified),0,5,0,0
2013,49,B (Lineage Unspecified),1,3,8,1
2013,50,B (Lineage Unspecified),1,5,3,0
2013,51,B (Lineage Unspecified),0,3,5,1
2013,52,B (Lineage Unspecified),3,2,5,0
2014,1,B (Lineage Unspecified),1,5,5,3
2014,2,B (Lineage Unspecified),1,5,2,0
2014,3,B (Lineage Unspecified),3,9,6,2
2014,4,B (Lineage Unspecified),9,14,14,8
2014,5,B (Lineage Unspecified),6,22,13,1
2014,6,B (Lineage Unspecified),8,22,31,6
2014,7,B (Lineage Unspecified),8,41,30,8
2014,8,B (Lineage Unspecified),13,23,49,17
2014,9,B (Lineage Unspecified),16,43,41,11
